dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
221,3.7883077,-3.0814352,0.8644187,3.9750626,2.0978997,2.1665363,-1.1244123,-0.056985743,-4.2940316,2.554635,0.70099896,-3.31711,-1.0312206,1.6280731,-2.2669952,1.8128107,-1.1438091,3.474095,0.70680535,1.6799202,4.116701,5.003902,-1.5559428,0.116089106,-1.9786018,4.5387926,-2.5156105,2.6396534,4.6005535,3.2112572,4.0509267,-3.1360412
222,3.795739,-3.0881524,0.8684732,3.9837723,2.1035533,2.1700275,-1.1246139,-0.053470843,-4.300622,2.5585177,0.70573175,-3.322633,-1.0344112,1.6313059,-2.2703488,1.817383,-1.1438032,3.4799945,0.7076637,1.6807009,4.1250277,5.0112925,-1.5591254,0.119248606,-1.982308,4.546265,-2.5195606,2.64078,4.6084805,3.2185276,4.057229,-3.142692
223,3.7713706,-3.0605936,0.842316,3.9533055,2.083277,2.1648011,-1.135526,-0.08054987,-4.287288,2.5573306,0.6765043,-3.306724,-1.0196266,1.6160929,-2.2626438,1.7974021,-1.1543968,3.4688773,0.70337856,1.694041,4.1058445,4.9890723,-1.5536659,0.097185664,-1.9789689,4.531082,-2.506476,2.6542828,4.586341,3.1840963,4.0441537,-3.1132674
224,3.7926495,-3.0874538,0.8713132,3.9808228,2.1025565,2.1664042,-1.1202197,-0.048803948,-4.2951274,2.55345,0.7092257,-3.3192906,-1.0344918,1.6314367,-2.2675676,1.8171438,-1.1399219,3.4749432,0.7074613,1.6748946,4.1195817,5.0063453,-1.5565374,0.12235983,-1.9782044,4.539627,-2.5169828,2.6335788,4.6035776,3.218745,4.051708,-3.1417258
225,3.7781978,-3.0676332,0.8481641,3.9613698,2.0890691,2.1667178,-1.1336006,-0.074241936,-4.2919264,2.5592036,0.68358564,-3.3107686,-1.0232086,1.619693,-2.264646,1.8021572,-1.1523031,3.4726555,0.7042409,1.691955,4.112245,4.994916,-1.5560418,0.1022313,-1.9811094,4.535768,-2.5092254,2.6514888,4.5923414,3.1920772,4.048151,-3.1199641
226,3.790247,-3.0769277,0.8516364,3.9753273,2.0966635,2.1742115,-1.1371759,-0.07359856,-4.3044267,2.5676746,0.686674,-3.3210807,-1.027662,1.6237357,-2.2713835,1.8087528,-1.1553435,3.4843166,0.70550907,1.6970822,4.126818,5.0088444,-1.5619884,0.10387635,-1.9887016,4.551099,-2.5174265,2.6590106,4.606839,3.201804,4.0608993,-3.1301608
227,3.73769,-3.030626,0.8237914,3.9134934,2.059235,2.148551,-1.1341399,-0.09480311,-4.257869,2.5406709,0.6567992,-3.280643,-1.0046237,1.6018944,-2.2470295,1.7761844,-1.1537635,3.4419823,0.69926494,1.6907511,4.069503,4.9537373,-1.5397829,0.08383698,-1.9628909,4.4960485,-2.485971,2.6473088,4.5495815,3.1505806,4.014892,-3.0814824
228,3.7783408,-3.0756536,0.8654769,3.9641747,2.0928574,2.158407,-1.1176885,-0.05205492,-4.281319,2.5446947,0.703399,-3.3074791,-1.0287983,1.6262004,-2.2602096,1.8088783,-1.1376929,3.4620807,0.70581645,1.670879,4.103058,4.9905944,-1.5500789,0.11886947,-1.9700689,4.522992,-2.5077033,2.6273084,4.5870843,3.2059731,4.0378695,-3.1291203
229,3.7997794,-3.0937574,0.87467116,3.9887924,2.1076038,2.1695838,-1.1209118,-0.046024386,-4.3017015,2.5568352,0.7132964,-3.3245175,-1.0371761,1.6350523,-2.2711177,1.8211399,-1.1401879,3.48013,0.70896924,1.6760719,4.1269536,5.0146937,-1.5589478,0.12506892,-1.9814047,4.546708,-2.5210044,2.6353436,4.6112876,3.2261405,4.057922,-3.148613
230,3.7973645,-3.0957549,0.8824927,3.9874377,2.1077414,2.1640153,-1.1124014,-0.035391144,-4.293856,2.547978,0.7222859,-3.3207715,-1.0391589,1.637389,-2.2675457,1.8232262,-1.1323109,3.4725347,0.70935243,1.6646267,4.119413,5.0097094,-1.5549355,0.13293488,-1.9743817,4.537426,-2.5186622,2.6219344,4.6057496,3.230893,4.050355,-3.1510901
231,3.7694707,-3.0542667,0.8310221,3.9495234,2.0799954,2.1687627,-1.144792,-0.09412466,-4.291998,2.56531,0.66410255,-3.3067946,-1.0155485,1.6115366,-2.26418,1.7922541,-1.1626575,3.4735503,0.7019789,1.7063081,4.109643,4.989184,-1.556836,0.086977534,-1.9848053,4.5365033,-2.505521,2.6675344,4.5871396,3.1737046,4.0485005,-3.1057055
232,3.7897382,-3.0852656,0.87045944,3.9773457,2.100938,2.1643932,-1.1192424,-0.048580527,-4.292109,2.551501,0.7088858,-3.3163486,-1.0333672,1.6306044,-2.2657073,1.8154265,-1.1388704,3.4718442,0.70710886,1.6735733,4.1161427,5.0026813,-1.5552304,0.12225276,-1.9764073,4.535511,-2.5143435,2.631093,4.599707,3.216245,4.048367,-3.1389527
233,3.7725532,-3.0708973,0.86342317,3.9575753,2.0892143,2.1552997,-1.1163474,-0.05303391,-4.275582,2.5413766,0.7012386,-3.3028457,-1.0266513,1.6235838,-2.2569807,1.8056574,-1.1367993,3.4572778,0.70476836,1.6690328,4.0967326,4.9834375,-1.5477753,0.11743591,-1.9670885,4.516286,-2.5039182,2.624473,4.5803432,3.2005126,4.032093,-3.1236162
234,3.8002782,-3.092487,0.87146187,3.9891403,2.1071448,2.1719265,-1.1242596,-0.050679065,-4.3043413,2.5604398,0.7091693,-3.3260074,-1.0364788,1.633432,-2.2723067,1.8203405,-1.1434691,3.4833474,0.70828295,1.6805894,4.1298366,5.0157013,-1.5608077,0.12157694,-1.9842637,4.550464,-2.5220227,2.6408727,4.613219,3.223433,4.0607753,-3.147032
235,3.7761264,-3.0641093,0.84359777,3.9587402,2.0866027,2.1678128,-1.1368575,-0.080075786,-4.2922425,2.561245,0.67790043,-3.310371,-1.0214181,1.6171849,-2.264793,1.7998486,-1.1554865,3.4736862,0.7034012,1.6960872,4.1120944,4.993623,-1.5566326,0.09782901,-1.9824791,4.536928,-2.5089896,2.6566262,4.5916204,3.187118,4.048873,-3.1164029
236,3.7929168,-3.0869937,0.8699592,3.9809773,2.102591,2.167435,-1.1216,-0.050631583,-4.296362,2.5551186,0.7076096,-3.3199887,-1.034124,1.6307249,-2.2680912,1.8167651,-1.141381,3.4764678,0.7071724,1.6768833,4.121043,5.006634,-1.5573611,0.120885804,-1.9795725,4.541222,-2.5173106,2.635912,4.6044483,3.2175984,4.052911,-3.1409252
237,3.7656918,-3.0590813,0.8480312,3.9482524,2.0800655,2.1583107,-1.1275462,-0.07299249,-4.276601,2.5469632,0.68182427,-3.3013465,-1.0203903,1.6161236,-2.257753,1.7975509,-1.1474445,3.459433,0.7031757,1.6827252,4.0944333,4.981479,-1.5484195,0.10243627,-1.9705538,4.519618,-2.5038633,2.6420758,4.5778465,3.1851764,4.0344057,-3.113035
238,3.786118,-3.0807078,0.86593425,3.9729004,2.097024,2.164176,-1.1217686,-0.05432974,-4.2904263,2.5514312,0.70290774,-3.3147693,-1.0311464,1.6280291,-2.2651277,1.8124571,-1.1414117,3.470726,0.70662034,1.6763868,4.113038,5.0005913,-1.5542893,0.11784943,-1.9759611,4.534428,-2.5137992,2.6351786,4.597184,3.2110164,4.0473084,-3.1351342
239,3.7342095,-3.0293813,0.82744473,3.9108346,2.0566154,2.1451674,-1.1294696,-0.09118189,-4.2511063,2.5342727,0.6589014,-3.2784004,-1.0055035,1.6011095,-2.244261,1.7766435,-1.1502047,3.4369583,0.69886285,1.6839575,4.062322,4.9495363,-1.5365894,0.08609895,-1.9578476,4.4900904,-2.4860122,2.64121,4.5450654,3.1512187,4.009527,-3.0818512
240,3.791774,-3.0851312,0.8683974,3.9799552,2.099862,2.1677816,-1.1230748,-0.0541643,-4.295624,2.5545018,0.70408833,-3.3202434,-1.033893,1.6297706,-2.2683876,1.8162689,-1.1426681,3.4761462,0.7071618,1.6778729,4.1189985,5.0077286,-1.5567839,0.118710175,-1.9788316,4.542047,-2.5191417,2.6389284,4.604381,3.216285,4.05345,-3.1411169
241,3.7326298,-3.049925,0.87336075,3.9149785,2.0686033,2.1207583,-1.0849094,-0.028359089,-4.2210474,2.4954853,0.7147428,-3.2658095,-1.0187634,1.6176612,-2.2297282,1.792386,-1.1095401,3.406632,0.70235276,1.6263268,4.037477,4.931641,-1.5205956,0.13188127,-1.9285253,4.4506407,-2.476046,2.5711977,4.5266156,3.1854556,3.9776597,-3.1012263
242,3.788725,-3.0834198,0.86812496,3.9760642,2.0989451,2.1649616,-1.121197,-0.052253593,-4.2922077,2.5518527,0.70533866,-3.3165805,-1.0325285,1.6296606,-2.2662292,1.8143969,-1.1407279,3.4721065,0.70719326,1.675643,4.115201,5.0034556,-1.5549,0.11973275,-1.9764913,4.536488,-2.5153751,2.6346478,4.5998144,3.2144642,4.049125,-3.1382668
243,3.6709514,-2.9741802,0.7977966,3.83856,2.0120263,2.114411,-1.1227567,-0.113791324,-4.1923203,2.5011594,0.6246086,-3.231025,-0.9804333,1.5723878,-2.2133203,1.7394879,-1.1469474,3.3868625,0.68883294,1.6734304,3.9933662,4.8796144,-1.5108764,0.06224094,-1.9270728,4.4237504,-2.4494302,2.6240325,4.4754686,3.089723,3.9532456,-3.023004
244,3.7952557,-3.0883005,0.8699188,3.9836624,2.1028116,2.169156,-1.1233014,-0.052298613,-4.298974,2.5564477,0.7066103,-3.3223224,-1.035009,1.6316559,-2.2699063,1.8179848,-1.1425697,3.4785442,0.7078483,1.6785189,4.1229715,5.011245,-1.5581379,0.12032895,-1.9806242,4.5450444,-2.5201907,2.6391113,4.60779,3.219649,4.0561805,-3.1439066
245,3.7513366,-3.0502641,0.8523922,3.9350998,2.0690196,2.1484792,-1.1173499,-0.06895052,-4.2559986,2.5299401,0.681529,-3.2922344,-1.0197084,1.6109941,-2.249085,1.7950737,-1.1400797,3.4442677,0.7009185,1.6672945,4.072009,4.9649806,-1.5392641,0.10449594,-1.9564936,4.501093,-2.5011804,2.6288183,4.5615835,3.1795042,4.0176606,-3.1078417
246,3.7852874,-3.0848618,0.87551767,3.973056,2.0995495,2.1584427,-1.1120507,-0.04058347,-4.2836084,2.5427656,0.7151072,-3.3114185,-1.0335829,1.6317809,-2.2617965,1.8153725,-1.1324435,3.4634967,0.7075398,1.6639404,4.1071815,4.9962263,-1.55044,0.12780654,-1.9693272,4.5250096,-2.5108447,2.619592,4.5925174,3.2181332,4.039847,-3.1387858
247,3.7554257,-3.0586855,0.8606855,3.9381766,2.0785522,2.1435542,-1.1093434,-0.051354617,-4.256386,2.5272923,0.69921833,-3.2876973,-1.021158,1.6188781,-2.2469096,1.7972724,-1.1304625,3.439097,0.7032017,1.6589842,4.0745654,4.9634395,-1.5385427,0.1173231,-1.9546206,4.492964,-2.49222,2.6107502,4.5590677,3.188545,4.0127935,-3.110603
248,3.7897956,-3.0848234,0.86939347,3.9772816,2.100619,2.1650195,-1.1203276,-0.05015119,-4.2928634,2.5523353,0.7074781,-3.3168569,-1.033027,1.6302639,-2.2662103,1.8150963,-1.1399584,3.4726474,0.7071342,1.674976,4.1167,5.0033097,-1.5554718,0.12110374,-1.9770477,4.5365834,-2.514839,2.6330311,4.600336,3.2156239,4.0492344,-3.1386898
249,3.7678936,-3.067845,0.8633582,3.952456,2.0857491,2.1518674,-1.1141057,-0.052479602,-4.2698927,2.5362678,0.7006985,-3.2993317,-1.0253732,1.6228263,-2.254673,1.8037846,-1.1349614,3.451849,0.70497286,1.6655458,4.0895267,4.979264,-1.5442488,0.11759697,-1.9626818,4.5099564,-2.5020816,2.6210783,4.5750055,3.1986594,4.0269194,-3.1216002
250,3.7733192,-3.0703235,0.86385316,3.9600377,2.0863404,2.1577802,-1.1179247,-0.05748005,-4.275751,2.5413017,0.6968168,-3.3067906,-1.0285107,1.6218122,-2.2585645,1.8077196,-1.1390979,3.4600768,0.7041345,1.6696692,4.096285,4.987033,-1.5483104,0.11476024,-1.9671443,4.521407,-2.5105395,2.6302397,4.583804,3.2011504,4.0354304,-3.1269794
251,3.7554634,-3.0574822,0.8594844,3.9389377,2.0763018,2.1455545,-1.11145,-0.0559225,-4.2569838,2.527896,0.6947264,-3.2905204,-1.0215178,1.6172211,-2.2483718,1.7977823,-1.1332847,3.4415028,0.702956,1.6609532,4.0744925,4.9658146,-1.5387121,0.11415633,-1.9551834,4.496783,-2.4966462,2.6165774,4.5615363,3.1879644,4.0153594,-3.1119313
252,3.7901275,-3.0854933,0.8716711,3.9786987,2.0994964,2.1650712,-1.1191897,-0.049671628,-4.291557,2.5502195,0.7077027,-3.3182747,-1.0345657,1.6304201,-2.2665083,1.8168762,-1.1392224,3.472412,0.70723325,1.6726288,4.1149826,5.0048785,-1.5547298,0.121896505,-1.9754398,4.5373716,-2.5179598,2.632909,4.601341,3.217857,4.049561,-3.1417208
253,3.7227433,-3.0332325,0.8509898,3.9009647,2.0573254,2.1243112,-1.1003468,-0.05480049,-4.2227945,2.5047946,0.6891413,-3.2614625,-1.0092696,1.6071889,-2.2295742,1.7799171,-1.1235522,3.409057,0.6994519,1.6459996,4.035657,4.926073,-1.5226278,0.111659385,-1.9344763,4.453405,-2.4719837,2.5931077,4.5211787,3.1620185,3.9795609,-3.0834184
254,3.7680454,-3.0668874,0.8610781,3.9522812,2.0857337,2.1530774,-1.1161411,-0.05505728,-4.271511,2.5388167,0.6984614,-3.2995048,-1.0247266,1.6217607,-2.2549703,1.8029028,-1.1367209,3.453527,0.70437014,1.6684326,4.091477,4.979146,-1.5456684,0.11558549,-1.9646685,4.5116396,-2.5015988,2.6237006,4.5755186,3.1963336,4.028218,-3.1197705
255,3.6711495,-2.988849,0.82711256,3.8410468,2.0219386,2.097828,-1.0939806,-0.070951656,-4.1747446,2.4769692,0.6636121,-3.2207942,-0.98821366,1.5852209,-2.203611,1.7490418,-1.1192765,3.3663177,0.6920873,1.6360991,3.978838,4.868629,-1.501139,0.09431005,-1.908539,4.3968253,-2.439673,2.5759444,4.4629946,3.112472,3.9319584,-3.0351458
256,3.7818234,-3.0787191,0.86754656,3.9684062,2.0951698,2.1602252,-1.1178054,-0.050782084,-4.2842665,2.5462945,0.7051577,-3.3105927,-1.0304494,1.627457,-2.2619333,1.8112007,-1.1379894,3.4650922,0.70623183,1.6711763,4.106694,4.994413,-1.5513963,0.11997404,-1.9716971,4.526891,-2.5104222,2.6284573,4.591126,3.2095828,4.041034,-3.1326358
257,3.7470043,-3.0465703,0.8484586,3.9285526,2.0681653,2.145306,-1.1173397,-0.06886623,-4.253396,2.5296001,0.6812689,-3.2858036,-1.0163423,1.6102108,-2.2460024,1.7905136,-1.1389453,3.439576,0.7004869,1.6680634,4.0690665,4.9583316,-1.5383291,0.103958406,-1.9556576,4.4939785,-2.493162,2.6247268,4.554683,3.1735554,4.012456,-3.100555
258,3.77039,-3.0743067,0.87366664,3.9566338,2.0907924,2.1486382,-1.1054537,-0.0386339,-4.266681,2.5310643,0.71365064,-3.298613,-1.0291868,1.6267865,-2.2527225,1.808507,-1.1269454,3.448645,0.7053238,1.654849,4.0888224,4.9772487,-1.5431896,0.12781584,-1.9591166,4.505084,-2.5006812,2.6073003,4.5741057,3.20711,4.0229645,-3.1267934
259,3.6026394,-2.9468362,0.8320098,3.7660267,1.9838984,2.0436406,-1.0510515,-0.043490894,-4.0881333,2.4092734,0.6732996,-3.1577988,-0.971383,1.5700227,-2.1583867,1.7209812,-1.0817401,3.2855842,0.68582153,1.5779904,3.883485,4.781632,-1.4596982,0.106900156,-1.8507996,4.2918878,-2.3905637,2.4990332,4.3723145,3.075468,3.8449702,-2.9884334
260,3.7679722,-3.0629175,0.8559197,3.953434,2.0804782,2.1582997,-1.1227782,-0.06758509,-4.274062,2.5427787,0.68649757,-3.3047307,-1.0249603,1.6170328,-2.2578077,1.8029089,-1.1439893,3.4596581,0.70280975,1.6754763,4.0929217,4.9835076,-1.5479046,0.10690055,-1.9677656,4.5209455,-2.5096383,2.6379285,4.580388,3.1918209,4.0346346,-3.120088
261,3.7221074,-3.024713,0.83304614,3.897581,2.052988,2.132466,-1.1166087,-0.077652,-4.233197,2.5191731,0.6687217,-3.2643445,-1.0033673,1.6007087,-2.2340171,1.772842,-1.1382709,3.419196,0.69792205,1.6674057,4.0443535,4.9302554,-1.528408,0.09474384,-1.9452614,4.4659243,-2.4732065,2.617638,4.526046,3.1475844,3.989722,-3.0739138
262,3.769092,-3.0701654,0.86631286,3.954061,2.0879118,2.1510596,-1.1117002,-0.04803866,-4.269623,2.5354033,0.7050353,-3.2990518,-1.0264716,1.6243219,-2.254207,1.8051968,-1.1325195,3.4512115,0.7050746,1.6627896,4.0902543,4.978765,-1.544375,0.12091042,-1.9621487,4.508748,-2.5010884,2.61678,4.574972,3.2012343,4.026059,-3.1229796
263,3.6673787,-2.9813516,0.8159768,3.8352718,2.0166109,2.1003444,-1.1024615,-0.08478225,-4.1770034,2.4820864,0.6504575,-3.2201228,-0.9836792,1.580707,-2.2047515,1.7433054,-1.1271031,3.3685691,0.691332,1.6469265,3.978841,4.868393,-1.5020297,0.083784,-1.911957,4.4000235,-2.4392302,2.588808,4.462141,3.102325,3.9345753,-3.0279
264,3.7747483,-3.0746255,0.8681632,3.9605331,2.091406,2.154252,-1.1131594,-0.047358256,-4.27527,2.5389543,0.70686376,-3.30354,-1.0286305,1.6265354,-2.2572067,1.8082964,-1.1335213,3.4561143,0.7058519,1.6647686,4.09661,4.985545,-1.546936,0.12205331,-1.9653273,4.515471,-2.5047545,2.6196623,4.5814886,3.2061214,4.0317526,-3.128045
265,3.733752,-3.0355449,0.84054583,3.9114964,2.0611773,2.1374938,-1.1161923,-0.07159949,-4.242627,2.5236464,0.6765286,-3.2732918,-1.0089242,1.6062387,-2.239306,1.7806227,-1.1376134,3.4275775,0.6997174,1.6671782,4.055835,4.942913,-1.5324695,0.10028347,-1.9497807,4.477279,-2.4806669,2.6188393,4.5385504,3.1604283,3.9993153,-3.0860038
266,3.7634056,-3.0628347,0.85872287,3.9468143,2.082246,2.1506991,-1.1158359,-0.05692979,-4.267295,2.536131,0.69582355,-3.295938,-1.0227373,1.6200087,-2.2528675,1.8000755,-1.1364878,3.4495473,0.7039809,1.667711,4.0860705,4.9746346,-1.543486,0.11388023,-1.9621203,4.506702,-2.4990194,2.6226494,4.570464,3.1920924,4.0241394,-3.1158028
267,3.6640515,-2.9807198,0.81870365,3.8318858,2.0160766,2.0963228,-1.0978034,-0.07941977,-4.1714163,2.4769464,0.65462327,-3.2162519,-0.98339623,1.5811843,-2.2018535,1.7427199,-1.1229192,3.3630683,0.6912824,1.6411053,3.9734306,4.8628216,-1.4991872,0.08727436,-1.9077832,4.3925524,-2.4356375,2.580853,4.4567533,3.1025317,3.9285786,-3.0264373
268,3.77774,-3.0791657,0.874142,3.9648347,2.094312,2.1538386,-1.1093868,-0.040914394,-4.2751975,2.5368245,0.71312654,-3.30547,-1.0314052,1.6290922,-2.257606,1.8119278,-1.1302898,3.4562194,0.7065443,1.6599087,4.097531,4.987672,-1.5466359,0.12698558,-1.9640821,4.5157576,-2.5067756,2.6148515,4.5837097,3.2125313,4.0319715,-3.1332376
269,3.7057743,-3.0208106,0.8477026,3.8817837,2.0465236,2.1132216,-1.0940545,-0.054262392,-4.204183,2.4913824,0.6860173,-3.2471817,-1.0036532,1.6020336,-2.22001,1.7714726,-1.1182435,3.391882,0.69784373,1.6369944,4.0140963,4.9065695,-1.5135682,0.11050899,-1.9226303,4.431221,-2.4611375,2.581152,4.500699,3.1498,3.9610944,-3.0703766
270,3.7865875,-3.0836143,0.8716029,3.9742615,2.0987892,2.161786,-1.1166966,-0.046956543,-4.287505,2.5473456,0.7095748,-3.3139527,-1.0330576,1.6300948,-2.2637806,1.8147695,-1.1368005,3.4678853,0.7069919,1.6698501,4.1109304,4.9991913,-1.5528066,0.12328361,-1.9729459,4.53075,-2.5132174,2.627405,4.59586,3.2155418,4.044324,-3.138005
271,3.761476,-3.0607815,0.8569212,3.944465,2.0810416,2.1502647,-1.1163523,-0.058515944,-4.2661448,2.536205,0.6939915,-3.2945907,-1.0216308,1.6186155,-2.2520325,1.7985693,-1.1371363,3.448834,0.70338076,1.6685114,4.084916,4.97211,-1.5433043,0.11240683,-1.9620612,4.505303,-2.4976046,2.623136,4.5685434,3.1891904,4.022847,-3.1130826
272,3.7832081,-3.075506,0.8588198,3.9687927,2.093432,2.1656203,-1.1268909,-0.063059546,-4.2912693,2.554599,0.69449437,-3.3138459,-1.0282457,1.6246446,-2.2653465,1.808685,-1.1461555,3.4719474,0.70569605,1.6828846,4.112765,4.9992414,-1.5550635,0.11122117,-1.9780481,4.5359235,-2.5130348,2.6427648,4.595961,3.203727,4.048373,-3.1297827
273,3.7712357,-3.0653057,0.85301083,3.9546523,2.0859566,2.1595573,-1.1253827,-0.066425785,-4.2804956,2.5487058,0.6890012,-3.3042283,-1.0229704,1.6194607,-2.2592793,1.8012727,-1.1452826,3.4624615,0.7039014,1.6808283,4.10044,4.9850454,-1.5503726,0.10743322,-1.9725342,4.5226398,-2.5047584,2.6385798,4.5824385,3.1918035,4.0371323,-3.1178222
274,3.7741628,-3.0712936,0.86205137,3.9592147,2.0897996,2.157353,-1.1185813,-0.055511393,-4.278452,2.544069,0.69930774,-3.3049781,-1.0266258,1.623319,-2.2585647,1.8058819,-1.1390613,3.4602706,0.70481277,1.6721054,4.0997477,4.9858885,-1.5491048,0.115640484,-1.9693455,4.5200043,-2.5056055,2.6285825,4.5831537,3.2004573,4.035095,-3.1241374
275,3.7434769,-3.0535011,0.8661171,3.9259448,2.0734408,2.1323133,-1.0975416,-0.04059607,-4.2386465,2.5122414,0.706199,-3.2762382,-1.0196109,1.6174011,-2.237892,1.7942483,-1.1204035,3.423143,0.7021272,1.643431,4.0564313,4.9461036,-1.5301849,0.123854995,-1.9422287,4.4716625,-2.4832199,2.5912244,4.5421686,3.1852877,3.9949806,-3.1042805
276,3.7532525,-3.053226,0.852105,3.9348454,2.0748918,2.1465611,-1.11637,-0.06262597,-4.2590704,2.532436,0.68861,-3.2882962,-1.0180583,1.6148813,-2.2482462,1.793416,-1.1372125,3.4425232,0.70216304,1.668033,4.0761724,4.963559,-1.5402251,0.10881187,-1.9583362,4.497197,-2.492806,2.621943,4.5596943,3.1805885,4.015997,-3.1052256
277,3.6843247,-2.999638,0.83154964,3.8557792,2.030903,2.105,-1.0969546,-0.0683523,-4.188129,2.485293,0.6689435,-3.2308948,-0.9928071,1.590759,-2.2105422,1.7561172,-1.1213057,3.377718,0.6940978,1.6403509,3.9941487,4.8836517,-1.5070841,0.09783734,-1.915975,4.4118433,-2.4472756,2.5818167,4.4780054,3.123962,3.9446824,-3.046513
278,3.7867827,-3.0847218,0.87333906,3.9744325,2.099721,2.1606212,-1.1149536,-0.043992322,-4.2866926,2.5460052,0.7123752,-3.313071,-1.0334343,1.6312469,-2.2631755,1.8152148,-1.1349207,3.466411,0.707366,1.6677088,4.110228,4.9987297,-1.5521983,0.12545708,-1.9718965,4.5288615,-2.5121174,2.6240685,4.594994,3.2171273,4.0429964,-3.1387093
279,3.761454,-3.0621266,0.8595845,3.9447205,2.0820045,2.148761,-1.1137096,-0.054563433,-4.264524,2.5340576,0.6975838,-3.2936797,-1.0223383,1.619796,-2.25118,1.7994442,-1.1346095,3.4469826,0.70362365,1.665191,4.0836782,4.970969,-1.5424274,0.11531825,-1.9604183,4.502845,-2.4966228,2.6187453,4.567401,3.1912398,4.020945,-3.1141074
280,3.778876,-3.0749373,0.8631201,3.964418,2.09276,2.1600528,-1.1201636,-0.055274814,-4.2835126,2.547297,0.7005939,-3.308679,-1.0281198,1.6253307,-2.2612662,1.8081869,-1.1401702,3.4644017,0.7056447,1.6743214,4.105238,4.9917707,-1.5511827,0.11635001,-1.9721597,4.5256834,-2.5084345,2.6314397,4.5886607,3.2044148,4.040025,-3.1281714
281,3.6931157,-3.0081098,0.837854,3.866357,2.0372586,2.1085157,-1.0960279,-0.062947705,-4.194869,2.4881272,0.6755991,-3.2375045,-0.99717873,1.5951197,-2.2143369,1.762242,-1.1202674,3.3837078,0.69551235,1.6392965,4.0025067,4.8929844,-1.5099695,0.102713585,-1.9189781,4.4199286,-2.4528768,2.5817924,4.4872646,3.1341207,3.951484,-3.0559773
282,3.7816825,-3.0794008,0.8692549,3.9685104,2.095444,2.1592078,-1.1161267,-0.048453666,-4.282985,2.5447261,0.70724094,-3.3098807,-1.0310171,1.6281208,-2.2612636,1.8117926,-1.1362725,3.4636917,0.7063117,1.6688942,4.1055346,4.9937277,-1.5508235,0.12178463,-1.9704508,4.5252604,-2.509916,2.625593,4.5902267,3.2107673,4.0397406,-3.133366
283,3.7556865,-3.0605953,0.8648327,3.9393718,2.0793297,2.1422076,-1.105854,-0.04677477,-4.254142,2.5241926,0.7032107,-3.2878976,-1.0227075,1.6199608,-2.2462628,1.7992092,-1.1276708,3.4375663,0.7034019,1.6543642,4.0728545,4.962771,-1.5373394,0.12067083,-1.9523869,4.4910545,-2.4929986,2.6062896,4.558675,3.1919122,4.0110745,-3.1131299
284,3.7802734,-3.0784216,0.86889184,3.9668941,2.095096,2.1584992,-1.1155447,-0.04820809,-4.281675,2.5441508,0.70712507,-3.3089077,-1.0303564,1.6273632,-2.2604954,1.8109915,-1.1361374,3.4628906,0.70596135,1.6684498,4.1045227,4.99131,-1.5503361,0.12156049,-1.970014,4.5235453,-2.50872,2.6247444,4.5886493,3.2094026,4.0382066,-3.13164
285,11.003933,-6.508134,-2.7446284,10.823489,5.488909,9.316886,-7.6433477,-6.560314,-15.544187,11.807398,-4.5638475,-12.242561,-1.6435429,1.5368502,-7.822253,3.2602851,-8.565529,14.641871,1.3932341,11.5427265,15.046135,15.744116,-5.5633545,-5.903516,-9.90856,17.597923,-9.3280115,16.503494,15.881195,4.951352,15.143553,-6.808336
286,13.1355,-7.623336,-3.758456,12.919217,6.352478,11.478122,-9.364838,-8.465132,-18.84522,14.426413,-6.2526975,-15.209616,-1.9007273,1.4037137,-9.477294,3.8309696,-10.8318815,18.031994,1.4830598,14.3364315,18.11107,19.115238,-6.71014,-7.818441,-12.081548,21.563477,-11.650969,20.709156,19.37209,5.5081825,18.496952,-8.014781
287,2.6283731,-1.8020741,0.058282457,2.9262404,0.88815975,2.2342637,-1.4753568,-1.5701427,-3.4824615,2.447071,-1.0380003,-3.3993244,-0.6190158,0.5096047,-2.0452003,1.2403061,-1.9108416,3.4419103,0.28051937,2.2105892,3.1967804,4.0431695,-1.2875113,-1.3382037,-1.8529088,4.366422,-2.8888927,3.8377972,3.9566643,1.7481239,3.77772,-2.0633464
288,6.0747457,-3.4282634,-1.484056,6.2473288,2.4091642,5.7826686,-4.5482407,-4.837164,-8.81745,6.762717,-3.6943233,-8.10154,-0.81260663,0.4130829,-4.931071,1.9893475,-5.7550135,8.910227,0.75287044,6.95526,8.365133,9.489781,-3.0146995,-4.3514667,-5.62466,10.822296,-6.7159333,10.809493,9.551451,2.944841,9.155382,-4.0144687
289,3.9622388,-3.5541377,1.692383,4.2683063,2.4231155,1.8630073,-0.44891328,0.9814051,-3.986028,2.0141914,1.6911814,-3.274865,-1.3028986,1.9929413,-2.1355245,2.165791,-0.51523817,3.127167,0.83127546,0.7942143,3.8895671,4.9854136,-1.3347895,0.8619316,-1.5643349,4.080932,-2.5024104,1.5902345,4.5278115,3.984431,3.7330258,-3.6572812
290,29.432941,-17.24204,-9.347387,28.601948,14.382601,25.942484,-20.79146,-18.814676,-42.717415,32.673298,-14.440842,-34.309246,-4.23208,2.3859549,-20.62916,8.326444,-24.623697,40.899265,2.9207578,32.449703,40.806934,42.913254,-15.242108,-18.233265,-27.32954,48.417545,-25.859015,46.718014,43.747723,11.295149,41.585224,-17.60937
